1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.924108936912466872e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.000000000000000000e+00 1.250750000000000000e+03 9.924130792205939633e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.000000000000000000e+00 2.500500000000000000e+03 9.924652347484349546e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.000000000000000000e+00 3.750250000000000000e+03 9.924516555998740275e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.000000000000000000e+00 5.000000000000000000e+03 9.924610031618886774e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.250750000000000000e+03 1.000000000000000000e+00 9.924238690808661056e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.250750000000000000e+03 1.250750000000000000e+03 9.923995529899510837e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.250750000000000000e+03 2.500500000000000000e+03 9.924718918596865391e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.250750000000000000e+03 3.750250000000000000e+03 9.925163507520641248e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 1.250750000000000000e+03 5.000000000000000000e+03 9.925133154869463237e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 2.500500000000000000e+03 1.000000000000000000e+00 9.924508759195438401e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 2.500500000000000000e+03 1.250750000000000000e+03 9.924911731043720708e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 2.500500000000000000e+03 2.500500000000000000e+03 9.924670523766013774e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 2.500500000000000000e+03 3.750250000000000000e+03 9.924972749269080907e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 2.500500000000000000e+03 5.000000000000000000e+03 9.925138374724093993e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 3.750250000000000000e+03 1.000000000000000000e+00 9.923506750597159698e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 3.750250000000000000e+03 1.250750000000000000e+03 9.925038514830798464e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 3.750250000000000000e+03 2.500500000000000000e+03 9.925087530854536100e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 3.750250000000000000e+03 3.750250000000000000e+03 9.924918049357418504e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 3.750250000000000000e+03 5.000000000000000000e+03 9.925216347545517959e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 5.000000000000000000e+03 1.000000000000000000e+00 9.924669177319205282e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 5.000000000000000000e+03 1.250750000000000000e+03 9.924946853621834375e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 5.000000000000000000e+03 2.500500000000000000e+03 9.925201031059549539e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 5.000000000000000000e+03 3.750250000000000000e+03 9.925196565499592172e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -5.000000000000000000e-01 5.000000000000000000e+03 5.000000000000000000e+03 9.925102708142135022e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -2.500000000000000000e-01 1.000000000000000000e+00 1.000000000000000000e+00 9.923073728206516231e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -2.500000000000000000e-01 1.000000000000000000e+00 1.250750000000000000e+03 9.924054931746304486e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -2.500000000000000000e-01 1.000000000000000000e+00 2.500500000000000000e+03 9.923920079628493207e-01
1.399999999999999911e+00 1.399999999999999911e+00 -5.000000000000000000e-01 -2.500000000000000000e-01 1.000000000000000000e+00 3.750250000000000000e+03 9.923793783653063194e-01
