m2	nlocaltemps	dist	chain_delta_log_evidence	af	v1_optimal_snr	f_ref	psdscaleflag	h1l1_relative_phase	chain_log_noise_evidence	l1_optimal_snr	mtotal	logll1	signalmodelflag	logl	nulllogl	lambda2	h1_cplx_snr_arg	sky_frame	temperature	segmentstart	deltalogl	h1_cplx_snr_amp	lambda1	loglv1	m1	ra	v1_cplx_snr_arg	dlam_tilde	l_peak	lal_pnorder	h1v1_relative_phase	chain_log_bayes_factor	psi	nifo	loglh1	costheta_jn	a2z	time	segmentlength	a1	a2	ntemps	chain_log_evidence	optimal_snr	alpha	a1z	phase_maxl	lam_tilde	l1v1_relative_phase	theta_jn	randomseed	mc	l1_cplx_snr_amp	logprior	logpost	flow	l1_cplx_snr_arg	t0	chi_eff	q	v1_cplx_snr_amp	eta	lal_approximant	h1_optimal_snr	azimuth	lal_amporder	dec	samplerate	matched_filter_snr	mf	
1.397606222902231465e+00	1.000000000000000000e+00	1.111920412805731218e+02	1.583851826821830855e+01	7.063017703586423890e-01	1.018241214567275499e+01	1.000000000000000000e+02	0.000000000000000000e+00	-8.204021122887006356e-02	-1.953430534990916669e+02	1.100775243090658329e+01	2.798761323627665831e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.315966494095675898e+01	-1.953430534990916669e+02	3.187274411611542746e+03	-1.336119577102098610e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.721833885581349080e+02	1.037396410540970315e+01	3.269150331847781672e+03	5.746174261536594230e+01	1.401155100725434144e+00	3.801965824733132937e+00	-1.305190267347226429e+00	-2.161889616632338118e+01	3.837296236390420390e+00	-1.000000000000000000e+00	-3.092930975487195866e-02	3.086070061959216559e+01	9.270422253282022407e-01	3.000000000000000000e+00	5.964359814214823530e+01	9.109804605050657589e-01	2.420854384425567551e-01	1.197042098004263401e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567551e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.789581560010060812e+01	1.076471825465960652e+00	-1.113425636624548187e-01	4.988621089818154886e+00	3.228389663163336991e+03	5.111090147399810490e-02	4.251413058866429506e-01	1.200664610000000000e+08	1.218230448154033141e+00	1.193937472969394165e+01	1.461097100739006116e+01	1.867943595655249567e+02	2.000000000000000000e+01	-1.254079365873228324e+00	1.197042098017611265e+09	6.514736097664254599e-02	9.974671770303193963e-01	1.025640394670337940e+01	2.499995980330212142e-01	6.000000000000000000e+01	9.767706246009373316e+00	4.474342887863654639e+00	0.000000000000000000e+00	-7.324842777717260889e-01	4.096000000000000000e+03	1.883062447062439659e+01	2.658141413275317610e+00
1.397626327435814053e+00	1.000000000000000000e+00	8.481965109797475577e+01	1.583851826821830855e+01	7.063016234625708600e-01	1.039831857413304661e+01	1.000000000000000000e+02	0.000000000000000000e+00	-7.240250010389814861e-02	-1.953430534990916669e+02	1.087009732531730855e+01	2.798801048735792385e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.268881268437860399e+01	-1.953430534990916669e+02	9.263697156271218773e+02	-1.991219752749453065e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.726542408147130629e+02	1.042164505644825390e+01	3.841576156466020620e+03	5.746174261536594230e+01	1.401174721299978332e+00	3.809185127910715618e+00	-2.040640526261964460e+00	-6.139271338606390600e+02	3.837295271377405559e+00	-1.000000000000000000e+00	4.942077351251139561e-02	3.086070061959216559e+01	1.790477988434103551e+00	3.000000000000000000e+00	5.964359814214823530e+01	6.629578486654827962e-01	2.420842886139197569e-01	1.197042098004360676e+09	1.280000000000000000e+02	1.113425638698823938e-01	2.420842886139197569e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.785470711185815418e+01	1.068796523641900809e+00	-1.113425638698823938e-01	4.304156670732601775e+00	2.389811224243981997e+03	1.218232736164095442e-01	8.460335685782237602e-01	1.200664610000000000e+08	1.218247739848854039e+00	1.194004252147266065e+01	1.379879014715205621e+01	1.864530309618651245e+02	2.000000000000000000e+01	-1.918817252645554916e+00	1.197042098017688990e+09	6.514682042460143152e-02	9.974675578925145114e-01	1.028984828653416805e+01	2.499995981540534262e-01	6.000000000000000000e+01	9.618031036506760501e+00	4.459312394757721343e+00	0.000000000000000000e+00	-7.333400950133295293e-01	4.096000000000000000e+03	1.885086006697621031e+01	2.658179182740285640e+00
1.397606222902231465e+00	1.000000000000000000e+00	8.707039464421865205e+01	1.583851826821830855e+01	7.063017703586423890e-01	1.106324500044791925e+01	1.000000000000000000e+02	0.000000000000000000e+00	-4.139431170315699404e-02	-1.953430534990916669e+02	1.256311598274939456e+01	2.798761323627665831e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.312649009818341028e+01	-1.953430534990916669e+02	2.575856285766265501e+03	1.975370976309578142e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.722165634009082567e+02	1.042170699477969720e+01	7.673997170867587556e+02	5.746174261536594230e+01	1.401155100725434144e+00	3.820479383087628023e+00	2.001443540210062100e+00	3.764903454968765004e+02	3.837296236390420390e+00	-1.000000000000000000e+00	-2.607256390048373618e-02	3.086070061959216559e+01	1.391000826824553505e+00	3.000000000000000000e+00	5.964359814214823530e+01	5.645132010147768664e-01	2.420854384425567551e-01	1.197042098004627943e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567551e-01	8.000000000000000000e+00	-1.644823528794995013e+02	2.009012599322807446e+01	1.069669256736909713e+00	-1.113425636624548187e-01	1.999543281189819055e+00	1.668018905071488007e+03	1.532174780267281378e-02	9.709529484806840305e-01	1.200664610000000000e+08	1.218230448154033141e+00	1.193522165350877273e+01	1.387734535924983170e+01	1.860939087601580866e+02	2.000000000000000000e+01	2.016765288012734914e+00	1.197042098017857075e+09	6.514736097664254599e-02	9.974671770303193963e-01	1.026476026593229030e+01	2.499995980330212142e-01	6.000000000000000000e+01	1.110792011529742496e+01	4.535719088454524872e+00	0.000000000000000000e+00	-7.172670207132898490e-01	4.096000000000000000e+03	1.887555911249845408e+01	2.658141413275317610e+00
1.397606222902231243e+00	1.000000000000000000e+00	9.206074713981139723e+01	1.583851826821830855e+01	7.063017703586426110e-01	8.974763102950499061e+00	1.000000000000000000e+02	0.000000000000000000e+00	8.131647034932987239e-02	-1.953430534990916669e+02	1.145107805019531710e+01	2.798761323627664943e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.276389722096109836e+01	-1.953430534990916669e+02	4.222481069482362727e+03	-2.651753125737001060e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.725791562781305686e+02	1.041151774478169756e+01	8.138102813886384865e+02	5.746174261536594230e+01	1.401155100725433922e+00	3.890966395708406633e+00	-2.604210467393278883e+00	7.105038886337306394e+02	3.837296236390440374e+00	-1.000000000000000000e+00	-4.754265834372217725e-02	3.086070061959216559e+01	3.596729300368335935e-01	3.000000000000000000e+00	5.964359814214823530e+01	5.883659444045324927e-01	2.420854384425567274e-01	1.197042098006236792e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.741808343745019272e+01	1.071922444253230022e+00	-1.113425636624548187e-01	3.611054330074310759e+00	2.511340407027583751e+03	-1.288591286930520496e-01	9.417598338354027376e-01	1.200664610000000000e+08	1.218230448154032919e+00	1.191181337811072183e+01	1.404454054572272703e+01	1.866236968238532938e+02	2.000000000000000000e+01	-2.733069596086330932e+00	1.197042098017765284e+09	6.514736097664255987e-02	9.974671770303192853e-01	1.030262301034028560e+01	2.499995980330212975e-01	6.000000000000000000e+01	9.576850701991235226e+00	4.562090024138102606e+00	0.000000000000000000e+00	-6.326501341056014471e-01	4.096000000000000000e+03	1.883612352918187938e+01	2.658141413275318055e+00
1.397606222902231243e+00	1.000000000000000000e+00	9.451727367853177952e+01	1.583851826821830855e+01	7.063017703586426110e-01	1.052779382063645741e+01	1.000000000000000000e+02	0.000000000000000000e+00	5.684286692645335037e-02	-1.953430534990916669e+02	1.341332117573617388e+01	2.798761323627664943e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.120142480433293031e+01	-1.953430534990916669e+02	3.991947325300589000e+03	8.812453686388102003e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.741416286947587366e+02	1.042480361202875905e+01	7.905388062946869923e+02	5.746174261536594230e+01	1.401155100725433922e+00	3.865741932146600668e+00	8.714161862350878751e-01	6.672658218973340354e+02	3.837296236390440374e+00	-1.000000000000000000e+00	9.829182403722214190e-03	3.086070061959216559e+01	1.198658220305128808e+00	3.000000000000000000e+00	5.964359814214823530e+01	7.054460640699125040e-01	2.420854384425567274e-01	1.197042098005478621e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	2.058789227735081084e+01	1.060018871271937835e+00	-1.113425636624548187e-01	8.550928720800403671e-01	2.384851698051316816e+03	-4.701368452273113618e-02	7.877440226919708577e-01	1.200664610000000000e+08	1.218230448154032919e+00	1.191924624076590078e+01	1.412354240741206901e+01	1.882651711021707968e+02	2.000000000000000000e+01	8.244025017123568499e-01	1.197042098017831087e+09	6.514736097664255987e-02	9.974671770303192853e-01	1.024663514522266361e+01	2.499995980330212975e-01	6.000000000000000000e+01	1.153731687744241086e+01	4.471347217479174851e+00	0.000000000000000000e+00	-6.694308077182656858e-01	4.096000000000000000e+03	1.884090948980694691e+01	2.658141413275318055e+00
1.397606222902231243e+00	1.000000000000000000e+00	9.922533034128906593e+01	1.583851826821830855e+01	7.063017703586426110e-01	9.641050086687950937e+00	1.000000000000000000e+02	0.000000000000000000e+00	-3.525603979232805330e-02	-1.953430534990916669e+02	1.139681275186730325e+01	2.798761323627664943e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.176030777330277033e+01	-1.953430534990916669e+02	4.787072355391199380e+03	1.729529468664093850e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.735827457257888966e+02	1.040422893874630716e+01	6.803062828132857476e+02	5.746174261536594230e+01	1.401155100725433922e+00	3.821247356714003729e+00	1.800099436724457602e+00	8.564305217896904878e+02	3.837296236390420390e+00	-1.000000000000000000e+00	-7.056996806036375247e-02	3.086070061959216559e+01	8.238441442374533352e-01	3.000000000000000000e+00	5.964359814214823530e+01	7.499754799540800931e-01	2.420854384425567274e-01	1.197042098004717350e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.797525287700811347e+01	1.076626650075591218e+00	-1.113425636624548187e-01	1.764260704825576065e+00	2.725489070428175637e+03	-3.531392826803569918e-02	7.227713178592697352e-01	1.200664610000000000e+08	1.218230448154032919e+00	1.194009693420082030e+01	1.426937456691190853e+01	1.878521202927008176e+02	2.000000000000000000e+01	1.764785508456421903e+00	1.197042098017610312e+09	6.514736097664255987e-02	9.974671770303193963e-01	1.026575619928625116e+01	2.499995980330212975e-01	6.000000000000000000e+01	1.001361714453062035e+01	4.505760923358370640e+00	0.000000000000000000e+00	-7.096279725288215934e-01	4.096000000000000000e+03	1.886534132694287180e+01	2.658141413275318055e+00
1.397626327435814053e+00	1.000000000000000000e+00	1.128716181380115984e+02	1.583851826821830855e+01	7.063016234625708600e-01	1.175798614203081804e+01	1.000000000000000000e+02	0.000000000000000000e+00	-3.943514322675722994e-02	-1.953430534990916669e+02	1.296942215593973913e+01	2.798801048735792385e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.236910635328587205e+01	-1.953430534990916669e+02	2.913544339696606585e+03	-2.713405350216852252e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.729739471458057949e+02	1.042774099362190299e+01	2.705480022129460849e+03	5.746174261536594230e+01	1.401174721299978332e+00	3.825502300262576760e+00	-2.699536582629177062e+00	3.969301607216188188e+01	3.837295271377405559e+00	-1.000000000000000000e+00	-1.386876758767519036e-02	3.086070061959216559e+01	2.465816710692188884e+00	3.000000000000000000e+00	5.964359814214823530e+01	9.024932167385053550e-01	2.420842886139197569e-01	1.197042098004753590e+09	1.280000000000000000e+02	1.113425638698823938e-01	2.420842886139197569e-01	8.000000000000000000e+00	-1.644823528794995013e+02	2.086477316862089637e+01	1.057997814991892049e+00	-1.113425638698823938e-01	3.589531173520441154e+00	2.809108016459874761e+03	2.556637563908203958e-02	4.452727678741534856e-01	1.200664610000000000e+08	1.218247739848854039e+00	1.195001451955012861e+01	1.465596154584948607e+01	1.876299086916552881e+02	2.000000000000000000e+01	-2.673970206990095022e+00	1.197042098017796755e+09	6.514682042460143152e-02	9.974675578925145114e-01	1.030091338998240502e+01	2.499995981540534262e-01	6.000000000000000000e+01	1.135264771772792436e+01	4.429634300663553681e+00	0.000000000000000000e+00	-7.120013561018233572e-01	4.096000000000000000e+03	1.890411349627055415e+01	2.658179182740285640e+00
1.397626327435814053e+00	1.000000000000000000e+00	1.302456225776018357e+02	1.583851826821830855e+01	7.063016234625708600e-01	1.014207176663859222e+01	1.000000000000000000e+02	0.000000000000000000e+00	-9.249118183627302869e-02	-1.953430534990916669e+02	1.053919453068497880e+01	2.798801048735792385e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.323184162566457189e+01	-1.953430534990916669e+02	4.530646024803586442e+03	5.971868810552971585e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.721112118734270950e+02	1.041670739987321070e+01	4.239592410748473412e+03	5.746174261536594230e+01	1.401174721299978332e+00	3.803010293164743594e+00	6.744273098165530778e-01	5.489534682235150598e+01	3.837295271377405559e+00	-1.000000000000000000e+00	-7.724042876125603030e-02	3.086070061959216559e+01	1.876302312444421361e+00	3.000000000000000000e+00	5.964359814214823530e+01	9.287917866766965957e-01	2.420842886139197569e-01	1.197042098004431963e+09	1.280000000000000000e+02	1.113425638698823938e-01	2.420842886139197569e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.732213121566916669e+01	1.059713533927570062e+00	-1.113425638698823938e-01	6.574151344495541283e-01	4.384555759569035217e+03	1.525075307501744248e-02	3.796570539395322519e-01	1.200664610000000000e+08	1.218247739848854039e+00	1.191093501433190482e+01	1.508547461201731643e+01	1.871966864854444168e+02	2.000000000000000000e+01	6.896780628915704092e-01	1.197042098017809629e+09	6.514682042460143152e-02	9.974675578925145114e-01	1.025503595750447516e+01	2.499995981540534262e-01	6.000000000000000000e+01	9.280085601846158383e+00	4.427722426952527712e+00	0.000000000000000000e+00	-7.291597055579425168e-01	4.096000000000000000e+03	1.881704110855813639e+01	2.658179182740285640e+00
1.397606222902231243e+00	1.000000000000000000e+00	8.955714259365230134e+01	1.583851826821830855e+01	7.063017703586426110e-01	9.292771471052926557e+00	1.000000000000000000e+02	0.000000000000000000e+00	2.222889495313262742e-02	-1.953430534990916669e+02	1.070830244425990507e+01	2.798761323627664943e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.380654459594893524e+01	-1.953430534990916669e+02	2.402900503375317840e+03	-3.091101560291880546e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.715365089031427317e+02	1.042339872943819223e+01	1.060534805528567631e+03	5.746174261536594230e+01	1.401155100725433922e+00	3.852753945152017856e+00	3.097690032812506544e+00	2.787784454630040614e+02	3.837296236390440374e+00	-1.000000000000000000e+00	9.439371407519914214e-02	3.086070061959216559e+01	2.338107624025127507e+00	3.000000000000000000e+00	5.964359814214823530e+01	6.587942824911400264e-01	2.420854384425567274e-01	1.197042098004990816e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.699803231989832497e+01	1.061563721862530008e+00	-1.113425636624548187e-01	3.155312712890452342e+00	1.729040789624035369e+03	7.216481912206695881e-02	8.515813518890620326e-01	1.200664610000000000e+08	1.218230448154032919e+00	1.193851209970667071e+01	1.396182524212562193e+01	1.854983341452683590e+02	2.000000000000000000e+01	-3.113330455245013173e+00	1.197042098017752647e+09	6.514736097664255987e-02	9.974671770303192853e-01	1.018696794701573971e+01	2.499995980330212975e-01	6.000000000000000000e+01	9.376020472319275711e+00	4.510935169045705351e+00	0.000000000000000000e+00	-6.970542479669027403e-01	4.096000000000000000e+03	1.882568865945335190e+01	2.658141413275318055e+00
1.397606222902231243e+00	1.000000000000000000e+00	1.002302690547139434e+02	1.583851826821830855e+01	7.063017703586426110e-01	1.108712175588124360e+01	1.000000000000000000e+02	0.000000000000000000e+00	-6.869611721529711446e-02	-1.953430534990916669e+02	1.213092968371646485e+01	2.798761323627664943e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.093697142125586197e+01	-1.953430534990916669e+02	1.708460202815672346e+03	-2.835480818706518580e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.744060820778358050e+02	1.041146201878189537e+01	6.235693876307414030e+02	5.746174261536594230e+01	1.401155100725433922e+00	3.817668463493467002e+00	-2.631864215593104905e+00	2.256301496806715079e+02	3.837296236390440374e+00	-1.000000000000000000e+00	-2.036166031134136745e-01	3.086070061959216559e+01	1.768376359967085198e+00	3.000000000000000000e+00	5.964359814214823530e+01	7.128974514765157311e-01	2.420854384425567274e-01	1.197042098004873037e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.952137787401523994e+01	1.065325579728976457e+00	-1.113425636624548187e-01	3.537422206971462035e+00	1.163850389187970904e+03	-1.349204858981165600e-01	7.771750163804779232e-01	1.200664610000000000e+08	1.218230448154032919e+00	1.193851294581781275e+01	1.429960527149700233e+01	1.887056873493328055e+02	2.000000000000000000e+01	-2.766784701491221465e+00	1.197042098017773390e+09	6.514736097664255987e-02	9.974671770303192853e-01	1.021547241709911624e+01	2.499995980330212975e-01	6.000000000000000000e+01	1.053567607128671035e+01	4.453346153938234409e+00	0.000000000000000000e+00	-7.038058176299671898e-01	4.096000000000000000e+03	1.877788563466715033e+01	2.658141413275318055e+00
1.397606222902231243e+00	1.000000000000000000e+00	1.211524388310233746e+02	1.583851826821830855e+01	7.063017703586426110e-01	1.135326420304415862e+01	1.000000000000000000e+02	0.000000000000000000e+00	-1.014813066180031420e-01	-1.953430534990916669e+02	1.191204473504096306e+01	2.798761323627664943e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.282775503906083259e+01	-1.953430534990916669e+02	3.203302591394594401e+03	9.133206980840572475e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.725152984600308343e+02	1.032773275426352555e+01	2.336633467067051697e+02	5.746174261536594230e+01	1.401155100725433922e+00	3.800494411327478783e+00	1.080195849823530674e+00	6.196500990342982504e+02	3.837296236390440374e+00	-1.000000000000000000e+00	-1.668751517394735373e-01	3.086070061959216559e+01	1.695043486013408707e+00	3.000000000000000000e+00	5.964359814214823530e+01	9.715182589831753424e-01	2.420854384425567274e-01	1.197042098004470825e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.948472530519084600e+01	1.053946853398339822e+00	-1.113425636624548187e-01	1.005858852831117201e+00	1.712552209875037079e+03	-6.539384512146995121e-02	2.392403769558107129e-01	1.200664610000000000e+08	1.218230448154032919e+00	1.194682347982800508e+01	1.486834331647672691e+01	1.873836417765075737e+02	2.000000000000000000e+01	1.014802004702060501e+00	1.197042098017816782e+09	6.514736097664255987e-02	9.974671770303192853e-01	1.029971379806305798e+01	2.499995980330212975e-01	6.000000000000000000e+01	1.043365239908842135e+01	4.433999730350971724e+00	0.000000000000000000e+00	-7.214402215995071588e-01	4.096000000000000000e+03	1.879486401830533637e+01	2.658141413275318055e+00
1.397626327435814053e+00	1.000000000000000000e+00	1.145722189280538714e+02	1.583851826821830855e+01	7.063016234625708600e-01	8.159904976912924823e+00	1.000000000000000000e+02	0.000000000000000000e+00	9.322015299348107575e-02	-1.953430534990916669e+02	1.093555567397741513e+01	2.798801048735792385e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.505188886952743132e+01	-1.953430534990916669e+02	4.516872589463614531e+03	2.136034626402536496e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.702911646295642356e+02	1.036085651409070785e+01	3.300311592271652444e+03	5.746174261536594230e+01	1.401174721299978332e+00	3.874036811317330020e+00	2.029283725477249778e+00	2.494143229131536827e+02	3.837295271377405559e+00	-1.000000000000000000e+00	1.067509009252867180e-01	3.086070061959216559e+01	1.107242282514684373e+00	3.000000000000000000e+00	5.964359814214823530e+01	7.269099222243854408e-01	2.420842886139197569e-01	1.197042098005528688e+09	1.280000000000000000e+02	1.113425638698823938e-01	2.420842886139197569e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.666820277086555535e+01	1.078288219615851418e+00	-1.113425638698823938e-01	2.068704997535907086e+00	3.906176296142856245e+03	1.353074793180564228e-02	7.569848384640186501e-01	1.200664610000000000e+08	1.218247739848854039e+00	1.194015497736296894e+01	1.470082446684550348e+01	1.849919890964097249e+02	2.000000000000000000e+01	2.042814473409055420e+00	1.197042098017637491e+09	6.514682042460143152e-02	9.974675578925145114e-01	1.024095700631831107e+01	2.499995981540534262e-01	6.000000000000000000e+01	9.573847527498141829e+00	4.514053737259032140e+00	0.000000000000000000e+00	-6.732103389660752946e-01	4.096000000000000000e+03	1.877810682627312033e+01	2.658179182740285640e+00
1.397626327435814053e+00	1.000000000000000000e+00	1.012184667648750889e+02	1.583851826821830855e+01	7.063016234625708600e-01	8.956700373082162159e+00	1.000000000000000000e+02	0.000000000000000000e+00	1.500910826961465716e-04	-1.953430534990916669e+02	1.073917967678463903e+01	2.798801048735792385e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.091932103206886495e+01	-1.953430534990916669e+02	3.900723781984113884e+03	2.683046712311381476e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.744237324670228020e+02	1.039701836764731269e+01	2.757938172402138207e+03	5.746174261536594230e+01	1.401174721299978332e+00	3.846830883647846200e+00	2.819106246072176081e+00	2.347628928263523846e+02	3.837295271377405559e+00	-1.000000000000000000e+00	-1.360595337607946043e-01	3.086070061959216559e+01	1.022741752500124779e-01	3.000000000000000000e+00	5.964359814214823530e+01	7.291467121780029759e-01	2.420842886139197569e-01	1.197042098005192757e+09	1.280000000000000000e+02	1.113425638698823938e-01	2.420842886139197569e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.685142653829247905e+01	1.065803036764158884e+00	-1.113425638698823938e-01	2.722422835410518438e+00	3.327060243748636822e+03	-1.362096248434907508e-01	7.537220510665559869e-01	1.200664610000000000e+08	1.218247739848854039e+00	1.188700122997496145e+01	1.432905204971991964e+01	1.887527845167427358e+02	2.000000000000000000e+01	2.682896621228685330e+00	1.197042098017745733e+09	6.514682042460143152e-02	9.974675578925145114e-01	1.028554690202795285e+01	2.499995981540534262e-01	6.000000000000000000e+01	9.403090697852151791e+00	4.483971495374222016e+00	0.000000000000000000e+00	-6.816346597408216024e-01	4.096000000000000000e+03	1.880787845121388102e+01	2.658179182740285640e+00
1.397606222902231687e+00	1.000000000000000000e+00	8.770960196055364122e+01	1.583851826821830855e+01	7.063017703586425000e-01	1.016662370438784357e+01	1.000000000000000000e+02	0.000000000000000000e+00	3.333176371285162531e-03	-1.953430534990916669e+02	1.179668528162416941e+01	2.798761323627665831e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.256398666745980108e+01	-1.953430534990916669e+02	2.500441914111010192e+03	9.273888753806608376e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.727790668316318659e+02	1.037327877619821592e+01	2.104086278831085110e+03	5.746174261536594230e+01	1.401155100725433922e+00	3.842025072703756372e+00	8.676350427641341678e-01	7.983466620740529152e+01	3.837296236390420390e+00	-1.000000000000000000e+00	5.975383261652655875e-02	3.086070061959216559e+01	1.695496417050941229e+00	3.000000000000000000e+00	5.964359814214823530e+01	5.933822620833708594e-01	2.420854384425567274e-01	1.197042098005002499e+09	1.280000000000000000e+02	1.113425636624548187e-01	2.420854384425567274e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.848582476721845680e+01	1.064593264564078101e+00	-1.113425636624548187e-01	9.081330486384769918e-01	2.301481239196425577e+03	5.642065624524139622e-02	9.355419806073738132e-01	1.200664610000000000e+08	1.218230448154033141e+00	1.187361308374583047e+01	1.389928872274503036e+01	1.866783555543769069e+02	2.000000000000000000e+01	9.240556990093754530e-01	1.197042098017627954e+09	6.514736097664258763e-02	9.974671770303195073e-01	1.025119124052521080e+01	2.499995980330212142e-01	6.000000000000000000e+01	9.960105227556494967e+00	4.483684777656626430e+00	0.000000000000000000e+00	-6.899547125860211461e-01	4.096000000000000000e+03	1.879742289845001579e+01	2.658141413275317610e+00
1.397626327435814053e+00	1.000000000000000000e+00	1.332890705819471293e+02	1.583851826821830855e+01	7.063016234625708600e-01	8.876291707580742596e+00	1.000000000000000000e+02	0.000000000000000000e+00	6.360373300966770671e-02	-1.953430534990916669e+02	1.198397448746597149e+01	2.798801048735792385e+00	7.823771274157749644e+01	1.000000000000000000e+00	-2.382823753577491743e+01	-1.953430534990916669e+02	2.074941270547524255e+03	2.157901530642922339e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.197041972000000000e+09	1.715148159633167495e+02	1.041755921741939517e+01	4.186038748562300498e+03	5.746174261536594230e+01	1.401174721299978332e+00	3.872531374997350451e+00	2.327416206562170853e+00	-4.465294655615678607e+02	3.837295271377405559e+00	-1.000000000000000000e+00	-1.695146759192485142e-01	3.086070061959216559e+01	1.050509648529255768e+00	3.000000000000000000e+00	5.964359814214823530e+01	9.354736663648464123e-01	2.420842886139197569e-01	1.197042098005965471e+09	1.280000000000000000e+02	1.113425638698823938e-01	2.420842886139197569e-01	8.000000000000000000e+00	-1.644823528794995013e+02	1.810421237965431018e+01	1.064594136973683103e+00	-1.113425638698823938e-01	2.176341312516800741e+00	3.134723810259849415e+03	-2.331184089289162209e-01	3.611993052821443895e-01	1.200664610000000000e+08	1.218247739848854039e+00	1.192528293035723408e+01	1.515476909342975453e+01	1.866695850567465129e+02	2.000000000000000000e+01	2.094297797633254632e+00	1.197042098017840862e+09	6.514682042460143152e-02	9.974675578925145114e-01	1.024301293180065109e+01	2.499995981540534262e-01	6.000000000000000000e+01	1.026441946207024891e+01	4.541064219706663074e+00	0.000000000000000000e+00	-6.458541666152320948e-01	4.096000000000000000e+03	1.873751630197510565e+01	2.658179182740285640e+00
